,Unnamed: 0,prefix,input_text,target_text
3317,3317,webNLG,That | knowledge_skills | product knowledge is very important too, That means product knowledge is very important too
3318,3318,webNLG,an ability | knowledge_skills | handle a varied workload," Dedicated and efficient with an ability to handle a varied workload, but importantly, your caring attitude underpins everything you do - to make a real difference to people’s lives"
3319,3319,webNLG,The ability | knowledge_skills | use your initiative,The ability to use your initiative
3320,3320,webNLG,Ability | knowledge_skills | remain calm under pressure,Ability to remain calm under pressure
3321,3321,webNLG,Ability | knowledge_skills | roll over up to 10 days annual leave per year,Ability to roll over up to 10 days annual leave per year
3322,3322,webNLG,Programming experience | Experience_skills | Scala && Programming experience | Experience_skills | Python, Programming experience in Python or Scala
3323,3323,webNLG,firm understanding | knowledge_areas | cybersecurity && passionate | knowledge_areas | cybersecurity && firm understanding | knowledge_skills | the problem space && passionate | knowledge_skills | the problem space && firm understanding | knowledge_skills | applying your machine && passionate | knowledge_skills | applying your machine," Passionate about cybersecurity, with a firm understanding of the problem space or passionate about applying your machine learning skillset to new domain areas such as cybersecurity"
3324,3324,webNLG,"Thirsty | knowledge_skills | learn new technologies , algorithms and concepts"," Thirsty for knowledge and do not hesitate to step outside of your comfort zone to learn new technologies, algorithms and concepts"
3325,3325,webNLG,Job | knowledge_skills | summary,Job Purpose and Background in summary
3326,3326,webNLG,Ability | knowledge_skills | translate internal and external customer needs into business requirements and technology / data capabilities,Ability to translate internal and external customer needs into business requirements and technology/data capabilities
3327,3327,webNLG,Experience | Experience_skills | organising and facilitating multi - stakeholder workshops and requirements gathering,Experience organising and facilitating multi-stakeholder workshops and requirements gathering
3328,3328,webNLG,Demonstrable experience | Experience_skills | organisational and prioritisation skills && Demonstrable experience | Experience_skills | excellent time management,"Demonstrable experience of excellent time management, organisational and prioritisation skills"
3329,3329,webNLG,Demonstrable ability | knowledge_skills | be flexible in both process and problem solving,Demonstrable ability to be flexible in both process and problem solving
3330,3330,webNLG,The ability | knowledge_skills | work under pressure to meet challenging deadlines,The ability to work under pressure to meet challenging deadlines
3331,3331,webNLG,Knowledge | knowledge_areas | questionnaire and && Knowledge | knowledge_skills | questionnaire && Knowledge | knowledge_areas | technology && Knowledge | knowledge_areas | survey methodologies, Knowledge of questionnaire and survey methodologies and technology
3332,3332,webNLG,Experience | Experience_skills | user experience design && Experience | Experience_skills | digital journey && Experience | Experience_skills | channel management && Experience | Experience_skills | product management,"Experience of user experience design, product management and digital journey or channel management"
3333,3333,webNLG,Previous experience | Experience_skills | a Business Analyst role && Previous experience | Experience_skills | Business Relationship Management role && Previous experience | Experience_skills | a,Previous experience within a Business Relationship Management role or a Business Analyst role
3334,3334,webNLG,Banking | knowledge_skills | Robotic Process Automation && Banking | knowledge_skills | Automation,"Banking Efficiency and Automation, including Robotic Process Automation"
3335,3335,webNLG,"Experience | Experience_skills | working on or delivering transformation in target operating model design / implementation , process re - engineering or cost reduction within retail banking industry"," Experience of working on or delivering transformation in target operating model design/implementation, process re-engineering or cost reduction within retail banking industry"
3336,3336,webNLG,"Ability | knowledge_skills | operate and understand project and programme management disciplines including && Ability | knowledge_skills | working and delivering to strict time constraints && Ability | knowledge_skills | production of project plans , key quality programme deliverables"," Ability to operate and understand project and programme management disciplines including production of project plans, key quality programme deliverables and working and delivering to strict time constraints"
